"gene","Balbc.sig","Balbc.dir","Nude.sig","Nude.dir","SigCode","DirAgree","protein.name","submitted.name","pathway","protein.function","keywords"
"UniRef90_W4TPB3","not","pos","sig","pos","Nude sig",TRUE,NA,"Membrane-spanning protein",NA,NA,"Membrane;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_W4TPH0","not","pos","sig","pos","Nude sig",TRUE,"CinA domain-containing protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4TPH8","not","pos","sig","pos","Nude sig",TRUE,"Type II toxin-antitoxin system mRNA interferase toxin, RelE/StbE family",NA,NA,NA,"Reference proteome;Toxin-antitoxin system"
"UniRef90_W4TQ14","not","pos","sig","pos","Nude sig",TRUE,"SWIM-type domain-containing protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4TQ23","not","pos","sig","pos","Nude sig",TRUE,"Secreted protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4TQF9","not","pos","sig","pos","Nude sig",TRUE,"Toxin",NA,NA,NA,"Reference proteome"
"UniRef90_W4TR28","not","neg","sig","neg","Nude sig",TRUE,NA,"CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase","Lipid metabolism; phospholipid metabolism",NA,"Lipid biosynthesis;Lipid metabolism;Membrane;Phospholipid biosynthesis;Phospholipid metabolism;Reference proteome;Transferase;Transmembrane;Transmembrane helix"
"UniRef90_W4TR45","not","pos","sig","pos","Nude sig",TRUE,NA,"CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase",NA,NA,"Membrane;Reference proteome;Transferase;Transmembrane;Transmembrane helix"
"UniRef90_W4TRD0","not","pos","sig","neg","Nude sig",FALSE,"DNA-binding protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4TRH5","not","pos","sig","neg","Nude sig",FALSE,NA,"Regulator of polyketide synthase expression",NA,NA,"Reference proteome"
"UniRef90_W4TRM5","not","pos","sig","neg","Nude sig",FALSE,"PDZ domain-containing protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4TRQ0","NA","neg","sig","neg","Nude sig",TRUE,NA,"PTS system",NA,NA,"Membrane;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_W4TRV5","not","neg","sig","neg","Nude sig",TRUE,NA,"Biotin repressor from TetR family",NA,"TetR is the repressor of the tetracycline resistance element; its N-terminal region forms a helix-turn-helix structure and binds DNA. Binding of tetracycline to TetR reduces the repressor affinity for the tetracycline resistance gene (tetA) promoter operator sites","Antibiotic resistance;DNA-binding;Magnesium;Metal-binding;Reference proteome"
"UniRef90_W4TT30","sig","pos","sig","pos","Agree",TRUE,NA,"Uncharacterized protein",NA,NA,"Reference proteome"
"UniRef90_W4TT76","not","pos","sig","pos","Nude sig",TRUE,"Transcription elongation factor GreA",NA,NA,"Necessary for efficient RNA polymerase transcription elongation past template-encoded arresting sites. The arresting sites in DNA have the property of trapping a certain fraction of elongating RNA polymerases that pass through, resulting in locked ternary complexes. Cleavage of the nascent transcript by cleavage factors such as GreA or GreB allows the resumption of elongation from the new 3'terminus. GreA releases sequences of 2 to 3 nucleotides","DNA-binding;Elongation factor;Protein biosynthesis;Reference proteome;Transcription;Transcription regulation"
"UniRef90_W4TTC0","NA","neg","sig","pos","Nude sig",FALSE,NA,"Uncharacterized protein",NA,NA,"Reference proteome"
"UniRef90_W4TTH8","NA","pos","sig","pos","Nude sig",TRUE,NA,"Uncharacterized protein",NA,NA,"Reference proteome"
"UniRef90_W4TTK2","not","pos","sig","pos","Nude sig",TRUE,"Bac_transf domain-containing protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4TTR0","not","pos","sig","pos","Nude sig",TRUE,"Oxidoreductase",NA,NA,NA,"Reference proteome"
"UniRef90_W4TTU2","not","neg","sig","neg","Nude sig",TRUE,NA,"L-proline glycine betaine binding ABC transporter protein ProX",NA,NA,"Reference proteome;Signal"
"UniRef90_W4TTU6","not","pos","sig","pos","Nude sig",TRUE,"DUF378 domain-containing protein",NA,NA,NA,"Membrane;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_W4TTV3","sig","neg","sig","neg","Agree",TRUE,"Transposase",NA,NA,NA,"Reference proteome"
"UniRef90_W4TTY1","not","pos","sig","pos","Nude sig",TRUE,NA,"Sodium-dependent transporter",NA,NA,"Membrane;Reference proteome;Symport;Transmembrane;Transmembrane helix;Transport"
"UniRef90_W4TU28","not","pos","sig","neg","Nude sig",FALSE,"Secreted protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4TU82","not","pos","sig","pos","Nude sig",TRUE,"Sec-independent protein translocase protein TatA",NA,NA,NA,"Reference proteome"
"UniRef90_W4TUD8","not","pos","sig","pos","Nude sig",TRUE,"Anthranilate phosphoribosyltransferase",NA,NA,NA,"Reference proteome"
"UniRef90_W4TUJ9","not","pos","sig","neg","Nude sig",FALSE,NA,"L-arginine:glycine amidinotransferase",NA,NA,"Reference proteome;Transferase"
"UniRef90_W4TUW0","not","pos","sig","pos","Nude sig",TRUE,NA,"Uncharacterized protein",NA,NA,"Reference proteome"
"UniRef90_W4TV18","not","pos","sig","pos","Nude sig",TRUE,NA,"Uncharacterized protein",NA,NA,"Reference proteome"
"UniRef90_W4TV56","sig","pos","sig","pos","Agree",TRUE,"Prepilin peptidase",NA,NA,NA,"Membrane;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_W4TV80","sig","pos","sig","pos","Agree",TRUE,NA,"Transcriptional regulator",NA,NA,"Reference proteome"
"UniRef90_W4TV99","not","pos","sig","pos","Nude sig",TRUE,NA,"Organic hydroperoxide resistance protein",NA,NA,"Reference proteome"
"UniRef90_W4TVB9","not","pos","sig","pos","Nude sig",TRUE,"DUF3047 domain-containing protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4TVT9","sig","neg","sig","pos","Disagree",FALSE,NA,"1-phosphofructokinase",NA,NA,"Kinase;Reference proteome;Transferase"
"UniRef90_W4TVV6","not","pos","sig","neg","Nude sig",FALSE,NA,"Alanine racemase",NA,NA,"Isomerase;Reference proteome"
"UniRef90_W4TWD6","not","pos","sig","pos","Nude sig",TRUE,NA,"Uncharacterized protein",NA,NA,"Reference proteome"
"UniRef90_W4TWJ1","not","pos","sig","pos","Nude sig",TRUE,NA,"Glycosyltransferase",NA,NA,"Reference proteome;Transferase"
"UniRef90_W4TWQ6","not","pos","sig","neg","Nude sig",FALSE,NA,"Sulfur carrier protein adenylyltransferase ThiF",NA,NA,"Membrane;Nucleotidyltransferase;Reference proteome;Transferase;Transmembrane;Transmembrane helix"
"UniRef90_W4TWS7","sig","pos","sig","pos","Agree",TRUE,NA,"PTS system",NA,NA,"Reference proteome"
"UniRef90_W4TWV0","not","pos","sig","pos","Nude sig",TRUE,NA,"Exopolyphosphatase",NA,NA,"Reference proteome"
"UniRef90_W4TWW1","not","pos","sig","pos","Nude sig",TRUE,NA,"2,4-diaminopentanoate dehydrogenase",NA,NA,"NADP;Oxidoreductase;Reference proteome"
"UniRef90_W4TX58","not","pos","sig","pos","Nude sig",TRUE,NA,"Sodium:alanine symporter family protein",NA,NA,"Reference proteome"
"UniRef90_W4TXA3","not","pos","sig","pos","Nude sig",TRUE,"Glyco_hydro_92N domain-containing protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4TXG6","not","pos","sig","neg","Nude sig",FALSE,"Phosphoribosylglycinamide formyltransferase",NA,"Purine metabolism; IMP biosynthesis via de novo pathway; N(2)-formyl-N(1)-(5-phospho-D-ribosyl)glycinamide from N(1)-(5-phospho-D-ribosyl)glycinamide (10-formyl THF route): step 1/1","Catalyzes the transfer of a formyl group from 10-formyltetrahydrofolate to 5-phospho-ribosyl-glycinamide (GAR), producing 5-phospho-ribosyl-N-formylglycinamide (FGAR) and tetrahydrofolate","Purine biosynthesis;Reference proteome;Transferase"
"UniRef90_W4TXK2","not","pos","sig","pos","Nude sig",TRUE,NA,"Acid phosphatase",NA,NA,"Reference proteome"
"UniRef90_W4TXR2","not","pos","sig","neg","Nude sig",FALSE,NA,"Molybdopterin-guanine dinucleotide biosynthesis protein",NA,NA,"Reference proteome"
"UniRef90_W4TXX4","NA","pos","sig","pos","Nude sig",TRUE,"Peptidase_M14 domain-containing protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4TY85","not","pos","sig","pos","Nude sig",TRUE,"tryptophan--tRNA ligase",NA,NA,NA,"Aminoacyl-tRNA synthetase;ATP-binding;Ligase;Nucleotide-binding;Protein biosynthesis;Reference proteome"
"UniRef90_W4TYS0","not","pos","sig","pos","Nude sig",TRUE,NA,"ATPase component BioM of energizing module of biotin ECF transporter",NA,NA,"Reference proteome"
"UniRef90_W4TYT2","not","pos","sig","neg","Nude sig",FALSE,"RecBCD enzyme subunit RecD",NA,NA,"A helicase/nuclease that prepares dsDNA breaks (DSB) for recombinational DNA repair. Binds to DSBs and unwinds DNA via a highly rapid and processive ATP-dependent bidirectional helicase activity. Unwinds dsDNA until it encounters a Chi (crossover hotspot instigator) sequence from the 3' direction. Cuts ssDNA a few nucleotides 3' to the Chi site. The properties and activities of the enzyme are changed at Chi. The Chi-altered holoenzyme produces a long 3'-ssDNA overhang and facilitates RecA-binding to the ssDNA for homologous DNA recombination and repair. Holoenzyme degrades any linearized DNA that is unable to undergo homologous recombination. In the holoenzyme this subunit has ssDNA-dependent ATPase and 5'-3' helicase activity. When added to pre-assembled RecBC greatly stimulates nuclease activity and augments holoenzyme processivity. Negatively regulates the RecA-loading ability of RecBCD","ATP-binding;DNA damage;DNA repair;DNA-binding;Exonuclease;Helicase;Hydrolase;Nuclease;Nucleotide-binding;Reference proteome"
"UniRef90_W4TYU7","not","pos","sig","pos","Nude sig",TRUE,NA,"Ribosomal large subunit pseudouridine synthase B",NA,NA,"Reference proteome"
"UniRef90_W4TYY5","not","pos","sig","pos","Nude sig",TRUE,"Secreted protein",NA,NA,NA,"Reference proteome;Signal"
"UniRef90_W4TYY7","sig","pos","sig","neg","Disagree",FALSE,NA,"ABC transporter",NA,NA,"Membrane;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_W4TYZ7","not","pos","sig","pos","Nude sig",TRUE,NA,"2-oxoglutarate oxidoreductase",NA,NA,"Reference proteome"
"UniRef90_W4TZC0","not","pos","sig","pos","Nude sig",TRUE,"Helix-turn-helix domain-containing protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4TZF1","not","neg","sig","pos","Nude sig",FALSE,"Conjugal transfer protein TrbC",NA,NA,NA,"Membrane;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_W4TZI2","sig","pos","sig","pos","Agree",TRUE,"SDR family oxidoreductase",NA,NA,NA,"Reference proteome"
"UniRef90_W4TZJ7","not","pos","sig","pos","Nude sig",TRUE,"DNA-directed RNA polymerase",NA,NA,NA,"DNA-directed RNA polymerase;Nucleotidyltransferase;Reference proteome;Transcription;Transferase"
"UniRef90_W4TZL6","sig","pos","sig","pos","Agree",TRUE,"TetR family transcriptional regulator",NA,NA,NA,"Reference proteome"
"UniRef90_W4TZM0","not","pos","sig","neg","Nude sig",FALSE,"Sugar ABC transporter substrate-binding protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4TZQ1","sig","pos","sig","pos","Agree",TRUE,NA,"Biosynthetic aromatic amino acid aminotransferase beta",NA,NA,"Aminotransferase;Reference proteome;Transferase"
"UniRef90_W4TZX2","not","pos","sig","pos","Nude sig",TRUE,"NADH-ubiquinone oxidoreductase",NA,NA,NA,"Reference proteome"
"UniRef90_W4U061","NA","pos","sig","pos","Nude sig",TRUE,"Chromate transporter",NA,NA,NA,"Membrane;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_W4U071","not","neg","sig","pos","Nude sig",FALSE,NA,"tRNA-specific 2-thiouridylase MnmA",NA,NA,"Reference proteome"
"UniRef90_W4U0E9","not","pos","sig","neg","Nude sig",FALSE,"Expansin-like EG45 domain-containing protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4U0Q4","NA","pos","sig","pos","Nude sig",TRUE,NA,"ATP-dependent helicase",NA,NA,"ATP-binding;Helicase;Hydrolase;Nucleotide-binding;Reference proteome"
"UniRef90_W4U0R8","sig","pos","sig","pos","Agree",TRUE,"Aminoglycoside phosphotransferase",NA,NA,NA,"Reference proteome"
"UniRef90_W4U0T0","not","neg","sig","pos","Nude sig",FALSE,NA,"Isoaspartyl aminopeptidase",NA,NA,"Aminopeptidase;Hydrolase;Protease;Reference proteome"
"UniRef90_W4U0V2","not","pos","sig","pos","Nude sig",TRUE,NA,"Error-prone repair homolog of DNA polymerase III",NA,NA,"Reference proteome"
"UniRef90_W4U0W8","not","pos","sig","pos","Nude sig",TRUE,"Transcriptional regulatory protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4U0W9","sig","pos","sig","neg","Disagree",FALSE,NA,"N-acetyltransferase",NA,NA,"Reference proteome;Transferase"
"UniRef90_W4U181","not","neg","sig","pos","Nude sig",FALSE,"RNA polymerase-binding protein RbpA",NA,NA,"Binds to RNA polymerase (RNAP), stimulating transcription from principal, but not alternative sigma factor promoters","Metal-binding;Reference proteome;Transcription;Transcription regulation;Zinc"
"UniRef90_W4U1F8","not","pos","sig","pos","Nude sig",TRUE,"RHH_1 domain-containing protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4U1F9","not","pos","sig","pos","Nude sig",TRUE,NA,"Shikimate 5-dehydrogenase",NA,NA,"Reference proteome"
"UniRef90_W4U1N2","not","neg","sig","neg","Nude sig",TRUE,"Minor tail protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4U1S1","sig","pos","sig","pos","Agree",TRUE,NA,"Diaminopimelate decarboxylase",NA,NA,"Reference proteome"
"UniRef90_W4U1S2","not","pos","sig","pos","Nude sig",TRUE,NA,"ATP-dependent DNA helicase",NA,NA,"ATP-binding;Helicase;Hydrolase;Nucleotide-binding;Reference proteome"
"UniRef90_W4U1V5","not","neg","sig","neg","Nude sig",TRUE,NA,"Glycine cleavage system H protein",NA,NA,"Reference proteome"
"UniRef90_W4U243","not","pos","sig","neg","Nude sig",FALSE,"Integral membrane protein",NA,NA,NA,"Membrane;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_W4U251","not","pos","sig","pos","Nude sig",TRUE,NA,"Shikimate 5-dehydrogenase",NA,NA,"Reference proteome"
"UniRef90_W4U293","not","pos","sig","neg","Nude sig",FALSE,NA,"Uncharacterized protein",NA,NA,"Reference proteome"
"UniRef90_W4U2A6","not","pos","sig","neg","Nude sig",FALSE,"Biogenesis of lysosome-related organelles complex 1 subunit 3",NA,NA,NA,"Reference proteome"
"UniRef90_W4U2E8","not","pos","sig","neg","Nude sig",FALSE,NA,"ATP synthase beta chain",NA,NA,"ATP-binding;Ion transport;Nucleotide-binding;Reference proteome;Translocase;Transport"
"UniRef90_W4U2J3","sig","pos","sig","neg","Disagree",FALSE,NA,"Dihydrolipoamide succinyltransferase",NA,NA,"Reference proteome;Transferase"
"UniRef90_W4U2K0","NA","neg","sig","neg","Nude sig",TRUE,NA,"Nucleic-acid-binding protein",NA,NA,"Reference proteome"
"UniRef90_W4U2L2","not","pos","sig","pos","Nude sig",TRUE,NA,"Phage-associated protein",NA,NA,"Reference proteome"
"UniRef90_W4U2N7","not","pos","sig","pos","Nude sig",TRUE,NA,"Polyribonucleotide nucleotidyltransferase",NA,NA,"Reference proteome;Transferase"
"UniRef90_W4U2Q0","not","neg","sig","pos","Nude sig",FALSE,NA,"Dihydrolipoamide succinyltransferase",NA,NA,"Reference proteome;Transferase"
"UniRef90_W4U341","not","neg","sig","pos","Nude sig",FALSE,NA,"Guanyl-specific ribonuclease Sa3",NA,NA,"Reference proteome;Signal"
"UniRef90_W4U347","not","pos","sig","pos","Nude sig",TRUE,"Roadblock/LC7 domain-containing protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4U352","not","pos","sig","neg","Nude sig",FALSE,"50S ribosomal protein L28",NA,NA,NA,"Reference proteome;Ribonucleoprotein;Ribosomal protein"
"UniRef90_W4U380","not","neg","sig","neg","Nude sig",TRUE,"Cell division protein FtsX",NA,NA,"Part of the ABC transporter FtsEX involved in cellular division","Cell cycle;Cell division;Cell membrane;Membrane;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_W4U3C1","not","pos","sig","pos","Nude sig",TRUE,NA,"Hypothetical membrane protein",NA,NA,"Reference proteome"
"UniRef90_W4U3D2","sig","neg","sig","pos","Disagree",FALSE,"RHH_1 domain-containing protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4U3L0","not","pos","sig","pos","Nude sig",TRUE,NA,"Maltose/maltodextrin ABC transporter",NA,NA,"Reference proteome"
"UniRef90_W4U3P9","not","pos","sig","neg","Nude sig",FALSE,"Pyridoxamine 5'-phosphate oxidase family protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4U3Q7","NA","pos","sig","pos","Nude sig",TRUE,"Efflux RND transporter periplasmic adaptor subunit",NA,NA,NA,"Membrane;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_W4U3T2","not","pos","sig","pos","Nude sig",TRUE,NA,"Thymidylate kinase",NA,NA,"Kinase;Reference proteome;Transferase"
"UniRef90_W4U416","sig","pos","sig","pos","Agree",TRUE,NA,"Citrate synthase",NA,NA,"Reference proteome"
"UniRef90_W4U423","not","pos","sig","pos","Nude sig",TRUE,NA,"Sialic acid transporter",NA,NA,"Membrane;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_W4U456","not","pos","sig","pos","Nude sig",TRUE,NA,"Cytochrome c oxidase polypeptide I",NA,NA,"Membrane;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_W4U472","not","pos","sig","neg","Nude sig",FALSE,"DUF3117 domain-containing protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4U4B6","not","pos","sig","pos","Nude sig",TRUE,"Acyl carrier protein",NA,"Lipid metabolism; fatty acid biosynthesis","Carrier of the growing fatty acid chain in fatty acid biosynthesis","Cytoplasm;Fatty acid biosynthesis;Fatty acid metabolism;Lipid biosynthesis;Lipid metabolism;Phosphopantetheine;Phosphoprotein;Reference proteome"
"UniRef90_W4U4E8","not","neg","sig","pos","Nude sig",FALSE,NA,"Alpha,alpha-trehalose-phosphate synthase",NA,NA,"Reference proteome"
"UniRef90_W4U4N7","not","pos","sig","neg","Nude sig",FALSE,"Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit",NA,"Pyrimidine metabolism; UMP biosynthesis via de novo pathway; orotate from (S)-dihydroorotate (NAD(+) route): step 1/1","Responsible for channeling the electrons from the oxidation of dihydroorotate from the FMN redox center in the PyrD type B subunit to the ultimate electron acceptor NAD(+)","2Fe-2S;Electron transport;FAD;Flavoprotein;Iron;Iron-sulfur;Metal-binding;Pyrimidine biosynthesis;Reference proteome;Transport"
"UniRef90_W4U4T5","not","pos","sig","neg","Nude sig",FALSE,"MMPL domain-containing protein",NA,NA,NA,"Membrane;Reference proteome;Transmembrane;Transmembrane helix"
"UniRef90_W4U4U8","sig","neg","sig","neg","Agree",TRUE,NA,"Uncharacterized protein",NA,NA,"Reference proteome"
"UniRef90_W4U4V1","NA","pos","sig","neg","Nude sig",FALSE,NA,"Glutamine synthetase type I",NA,NA,"Reference proteome"
"UniRef90_W4U4W2","not","pos","sig","neg","Nude sig",FALSE,NA,"Transcriptional regulator",NA,NA,"DNA-binding;Reference proteome;Transcription;Transcription regulation"
"UniRef90_W4U4X5","not","pos","sig","pos","Nude sig",TRUE,NA,"1-acyl-sn-glycerol-3-phosphate acyltransferase",NA,NA,"Acyltransferase;Reference proteome;Transferase"
"UniRef90_W4U4X7","not","neg","sig","neg","Nude sig",TRUE,"RNA polymerase sigma factor",NA,NA,NA,"Reference proteome"
"UniRef90_W4U527","not","pos","sig","neg","Nude sig",FALSE,NA,"GTP-binding protein HflX",NA,NA,"Reference proteome"
"UniRef90_W4U530","not","pos","sig","pos","Nude sig",TRUE,"Antitoxin",NA,NA,NA,"Reference proteome"
"UniRef90_W4U554","not","pos","sig","neg","Nude sig",FALSE,NA,"Orotate phosphoribosyltransferase",NA,NA,"Glycosyltransferase;Reference proteome;Transferase"
"UniRef90_W4U565","not","pos","sig","pos","Nude sig",TRUE,NA,"Heat shock protein 60 family chaperone GroEL",NA,NA,"Reference proteome;Stress response"
"UniRef90_W4U575","not","pos","sig","neg","Nude sig",FALSE,NA,"Epi-inositol hydrolase",NA,NA,"Hydrolase;Reference proteome"
"UniRef90_W4U596","sig","neg","sig","neg","Agree",TRUE,NA,"Phosphinothricin N-acetyltransferase",NA,NA,"Reference proteome;Transferase"
"UniRef90_W4U5A6","not","pos","sig","pos","Nude sig",TRUE,NA,"Dethiobiotin synthetase",NA,NA,"Reference proteome"
"UniRef90_W4U5D3","sig","pos","sig","neg","Disagree",FALSE,NA,"Membrane protein",NA,NA,"Reference proteome"
"UniRef90_W4U5I1","NA","pos","sig","neg","Nude sig",FALSE,"Secreted protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4U5I2","not","pos","sig","pos","Nude sig",TRUE,NA,"N-acetylglucosamine-1-phosphate uridyltransferase",NA,NA,"Reference proteome;Transferase"
"UniRef90_W4U5J1","not","neg","sig","pos","Nude sig",FALSE,NA,"SNARE-like associated protein",NA,NA,"Reference proteome"
"UniRef90_W4U5J8","not","neg","sig","neg","Nude sig",TRUE,NA,"Twin-arginine translocation protein TatB",NA,NA,"Membrane;Protein transport;Reference proteome;Translocation;Transmembrane;Transmembrane helix;Transport"
"UniRef90_W4U5N1","NA","pos","sig","pos","Nude sig",TRUE,NA,"Alcohol dehydrogenase",NA,NA,"Reference proteome"
"UniRef90_W4U5Q1","NA","pos","sig","neg","Nude sig",FALSE,"Transcriptional regulator",NA,NA,NA,"Reference proteome"
"UniRef90_W4U5S4","not","pos","sig","pos","Nude sig",TRUE,NA,"C-terminal domain of CinA type S",NA,NA,"Reference proteome"
"UniRef90_W4U5S9","not","neg","sig","pos","Nude sig",FALSE,"Transposase",NA,NA,NA,"Reference proteome"
"UniRef90_W4U5V0","not","pos","sig","pos","Nude sig",TRUE,NA,"ABC transporter",NA,NA,"Reference proteome"
"UniRef90_W4U5Y6","not","neg","sig","neg","Nude sig",TRUE,NA,"Uracil permease",NA,NA,"Reference proteome"
"UniRef90_W4U623","sig","neg","sig","pos","Disagree",FALSE,NA,"Nucleoside triphosphate pyrophosphohydrolase MazG",NA,NA,"Hydrolase;Reference proteome"
"UniRef90_W4U625","not","pos","sig","neg","Nude sig",FALSE,NA,"Exoenzymes regulatory protein AepA",NA,NA,"Reference proteome"
"UniRef90_W4U641","not","pos","sig","pos","Nude sig",TRUE,"CRM1_C domain-containing protein",NA,NA,NA,"Reference proteome"
"UniRef90_W4U679","not","pos","sig","neg","Nude sig",FALSE,"Twin-arginine translocation signal domain-containing protein",NA,NA,NA,"Reference proteome;Signal"
"UniRef90_W4U687","not","pos","sig","pos","Nude sig",TRUE,NA,"Succinate dehydrogenase flavoprotein subunit",NA,NA,"Flavoprotein;Oxidoreductase;Reference proteome"
"UniRef90_W4U688","sig","pos","sig","neg","Disagree",FALSE,"Conserved protein",NA,NA,NA,"Reference proteome"
