"concentration","sample","SequencingCenter","tissue_or_organ_of_origin","TCGA.code","platform","tissue_source_site","ffpe.status","file_id.expression","artbatch"
0.17,"ef5ff619-80e0-4f37-a2ee-25cd384d92a2","UNC","Lower lobe, lung","SARC","Illumina","Memorial Sloan Kettering",FALSE,"0934a0b3-858d-430c-a5c9-ea459104a392","Memorial Sloan KetteringFALSE"
0.17,"231989a4-c3e4-4558-8dcb-55b82e385d01","UNC","Upper lobe, lung","SARC","Illumina","University of Iowa",FALSE,"3d77867e-562d-4925-909c-0893b44a9150","University of IowaFALSE"
0.16,"ab23977a-e1a2-4c17-bdae-8fffd4d9b6be","UNC","Upper lobe, lung","SARC","Illumina","Memorial Sloan Kettering",FALSE,"84d9cc58-8cf1-46d0-b55e-dda39b92c759","Memorial Sloan KetteringFALSE"
0.16,"a00b4826-f056-49d2-8f73-9186c97e45e2","UNC","Lower lobe, lung","SARC","Illumina","Moffitt Cancer Center",FALSE,"e3364a1c-04f5-465c-9979-480a08410c3e","Moffitt Cancer CenterFALSE"
0.17,"b6d376ca-bc00-4cbb-a329-3d11bdcdb6b3","UNC","Lower lobe, lung","SARC","Illumina","Memorial Sloan Kettering",FALSE,"39fd88f3-ce90-434b-a1ca-f125e7f8a3f8","Memorial Sloan KetteringFALSE"
0.16,"cf04c8c3-9e2e-4f7f-9eea-d71cabe6d7d1","UNC","Lower lobe, lung","SARC","Illumina","Memorial Sloan Kettering",FALSE,"8ca51fdd-eead-4ae7-8cad-73de1973f817","Memorial Sloan KetteringFALSE"
0.18,"4d20c6b6-c56a-484f-908f-fde1bab32911","UNC","Lung, NOS","SARC","Illumina","University of Iowa",FALSE,"07e8ebf9-a2ca-4101-90ef-63dbec122eab","University of IowaFALSE"
0.15,"93be2945-a8ed-48c6-8835-0d4c2f007334","UNC","Retroperitoneum","READ","Illumina","Indivumed",FALSE,"dacd4113-d8da-4832-bd9a-761ee5e25caf","IndivumedFALSE"
0.15,"d24b70c1-7159-4c54-9a44-52fc0ea0a364","UNC","Retroperitoneum","READ","Illumina","Indivumed",FALSE,"47079154-021a-4edf-aa4f-6f339d0dc9cd","IndivumedFALSE"
0.18,"492d4cc5-caf0-42ff-95f7-05d4fbbcc6c1","UNC","Connective, subcutaneous and other soft tissues of thorax","READ","Illumina","Christiana Healthcare",FALSE,"ab34beb1-5154-48c0-a6d5-4ca1d7eca73d","Christiana HealthcareFALSE"
0.15,"43a81a03-a3b8-4bbe-8360-a1141e5d3dd1","UNC","Retroperitoneum","READ","Illumina","Indivumed",FALSE,"d595f4b9-80ef-4ad5-ae66-89def85a1da2","IndivumedFALSE"
0.15,"928cb705-b3ba-4e29-a818-e7a1c8791770","UNC","Uterus, NOS","READ","Illumina","MSKCC",FALSE,"07db9e9d-059d-4e6c-b483-81517a492b96","MSKCCFALSE"
0.16,"879612ea-690f-4bc6-97e5-01046a2b46e6","UNC","Retroperitoneum","READ","Illumina","University Of Michigan",FALSE,"224e989c-0fac-4578-86fa-4d10f3cc7701","University Of MichiganFALSE"
0.15,"baa45e1a-1420-430e-b7db-d87261711ac3","UNC","Short bones of lower limb and associated joints","READ","Illumina","Indivumed",FALSE,"f3093413-4ede-415d-9ce3-c4b718b82f90","IndivumedFALSE"
0.15,"d15c16e5-63be-4455-a023-89f69a54d631","UNC","Uterus, NOS","READ","Illumina","University of Pittsburgh",FALSE,"ad1db357-c9ee-4079-ab36-18788acedda8","University of PittsburghFALSE"
0.14,"f46d9d09-b5a0-4572-934e-1f7341eb32d4","UNC","Connective, subcutaneous and other soft tissues of lower limb and hip","READ","Illumina","International Genomics Consortium",FALSE,"8540e56c-0a8a-4142-b20c-54c9a07bebc7","International Genomics ConsortiumFALSE"
0.17,"f78c59f3-c908-4da1-af7f-31c3c74b9478","UNC","Connective, subcutaneous and other soft tissues of pelvis","READ","Illumina","Indivumed",FALSE,"fad7d93f-95a2-4166-8dfe-29c18f76214f","IndivumedFALSE"
0.14,"a00bb3a9-e2f2-42a7-849f-483d782319e7","UNC","Colon, NOS","READ","Illumina","MSKCC",FALSE,"9ce91ac5-ff0b-42ea-8cf3-a0a9c724e584","MSKCCFALSE"
0.15,"d9857359-e656-4ca7-b6e8-f779d20b1231","UNC","Connective, subcutaneous and other soft tissues of thorax","READ","Illumina","Asterand",FALSE,"c2f0ecc2-ceff-4c0a-b43c-e7af3a8fe64c","AsterandFALSE"
0.14,"5ea30390-88f8-4abf-8f44-f0648436a0df","UNC","Retroperitoneum","READ","Illumina","Greater Poland Cancer Center",FALSE,"b9c1df30-5610-4718-8b78-b42ad2398332","Greater Poland Cancer CenterFALSE"
0.15,"e3167ed4-da26-4786-a854-03edf768a637","UNC","Colon, NOS","READ","Illumina","Indivumed",FALSE,"6ec901e9-3c30-4032-b1dd-660b372aad38","IndivumedFALSE"
0.15,"7bf7e977-1e6b-418d-9218-112e0c9d317d","UNC","Connective, subcutaneous and other soft tissues, NOS","READ","Illumina","Indivumed",FALSE,"042bda3d-77aa-4522-8a97-c121711a760e","IndivumedFALSE"
0.14,"68f918de-2e18-4ee9-a783-bb50f4f9aeb4","UNC","Connective, subcutaneous and other soft tissues of upper limb and shoulder","READ","Illumina","Greater Poland Cancer Center",FALSE,"29d6550b-4244-4775-b12a-e99957458ed4","Greater Poland Cancer CenterFALSE"
0.15,"1585ffc5-155d-4d74-b1ae-52be83d28275","UNC","Connective, subcutaneous and other soft tissues of lower limb and hip","READ","Illumina","MSKCC",FALSE,"f899f7e4-31f4-43b1-b636-c9a121f18680","MSKCCFALSE"
0.15,"cecf29e8-c077-4deb-b2a7-91a5177fabec","UNC","Retroperitoneum","READ","Illumina","Harvard",FALSE,"915a67a7-72af-4ae8-8e1d-37c1cc96e0d8","HarvardFALSE"
0.15,"d137bffb-2f99-4789-9c1d-51dfd0653f0e","UNC","Ascending colon","READ","Illumina","Indivumed",FALSE,"21b6d12d-ec83-4e59-bb0f-3822b78cdcc5","IndivumedFALSE"
0.15,"76230cc5-0da8-4f43-a7b7-cdaa0bf86f72","UNC","Ascending colon","READ","Illumina","Cureline",FALSE,"7ef7ce38-5696-416f-9573-e39529d71282","CurelineFALSE"
0.14,"99a5cc3d-87a8-411d-a861-6bb6741935b5","UNC","Retroperitoneum","READ","Illumina","Greater Poland Cancer Center",FALSE,"aff7617d-c5a0-434f-bde9-93dcfdaa8c9d","Greater Poland Cancer CenterFALSE"
0.15,"8c780851-031c-4603-8f30-e0e9941d1f41","UNC","Uterus, NOS","READ","Illumina","Asterand",FALSE,"7e4c217f-2457-43b8-9893-0c66d1f91b50","AsterandFALSE"
0.15,"57eb4718-3ccd-47b5-b4d2-ba37595e946a","UNC","Retroperitoneum","READ","Illumina","Greater Poland Cancer Center",FALSE,"c1db441a-0a0d-48e2-ac18-9b7e1e9d8516","Greater Poland Cancer CenterFALSE"
0.15,"4446716f-467f-470a-a453-7410a1eab04b","UNC","Connective, subcutaneous and other soft tissues of head, face, and neck","READ","Illumina","Greater Poland Cancer Center",FALSE,"5954f102-c6ce-4f1c-bc51-16a874d75fe1","Greater Poland Cancer CenterFALSE"
0.15,"f5f51da2-67b7-4d94-9ef9-dcf9f84592bf","UNC","Retroperitoneum","READ","Illumina","Indivumed",FALSE,"94a54b1a-d22d-44cb-adad-cdf9df519af6","IndivumedFALSE"
0.15,"ce91a0fd-da20-44a7-a8c6-93b89fa1f6d9","UNC","Connective, subcutaneous and other soft tissues of trunk, NOS","READ","Illumina","Indivumed",FALSE,"2cce9771-400a-4d96-a164-d1fc55cef8fc","IndivumedFALSE"
0.15,"f3d04a3d-8c5d-406a-9687-005b303f6754","UNC","Connective, subcutaneous and other soft tissues of lower limb and hip","READ","Illumina","Indivumed",FALSE,"606d7a2c-46ab-4d89-86d9-365ba504801b","IndivumedFALSE"
0.15,"06826880-3e73-4e50-ba02-5d7f09418a40","UNC","Connective, subcutaneous and other soft tissues of thorax","READ","Illumina","Indivumed",FALSE,"5bbaea5f-8c4d-4cd0-b9fc-34b8ce1c1ba3","IndivumedFALSE"
0.15,"a1a47bfd-4d84-496d-abe4-5a85e440910e","UNC","Retroperitoneum","READ","Illumina","Indivumed",FALSE,"10931d19-4746-4274-bf1e-f16a60dba3ea","IndivumedFALSE"
0.17,"b6e908ee-def3-4d88-b986-2bcb0e8a8c57","UNC","Sigmoid colon","READ","Illumina","University Of Michigan",FALSE,"fe340e00-fb85-4805-8a27-dbf7efeac100","University Of MichiganFALSE"
0.16,"90ffe88b-f3a7-4c8e-b4e8-91b7e4f9e8c9","UNC","Connective, subcutaneous and other soft tissues of trunk, NOS","READ","Illumina","Indivumed",FALSE,"82580f1b-af17-43ea-b742-ea6da52dd392","IndivumedFALSE"
0.17,"4e66223b-e9f2-4f11-8c33-b28d56f47e97","UNC","Upper lobe, lung","SARC","Illumina","Roswell Park",FALSE,"8023538a-53bf-43d4-bdad-8bc8ba71695e","Roswell ParkFALSE"
0.18,"57bb78a0-4d58-4b6a-a0ca-ca115152965a","UNC","Upper lobe, lung","SARC","Illumina","Memorial Sloan Kettering",FALSE,"aa3344d3-d956-4643-b776-5f8f605d079b","Memorial Sloan KetteringFALSE"
0.18,"21d84e9d-e2fe-47bc-8a43-c7a0ebe04083","UNC","Upper lobe, lung","SARC","Illumina","ABS - IUPUI",FALSE,"ee8e5ff0-691b-4a54-a850-ba907b1c14c4","ABS - IUPUIFALSE"
0.18,"862781b2-bf94-4bec-8e8a-9fd31c0b544a","UNC","Upper lobe, lung","SARC","Illumina","Memorial Sloan Kettering",FALSE,"bb44c76c-7c95-44ff-9eb8-6a4c44ca185c","Memorial Sloan KetteringFALSE"
0.17,"82b72c47-3f86-4d0d-9c9e-d3025508a265","UNC","Lower lobe, lung","SARC","Illumina"," Asterand",FALSE,"b3e89f05-07a2-41df-9705-37b8c3c2dbe0"," AsterandFALSE"
0.16,"3274b1ac-5f6f-4a7a-a56d-47a016bb0a81","UNC","Upper lobe, lung","SARC","Illumina","Memorial Sloan Kettering",FALSE,"602747b4-5df0-48f1-a8a2-6562ae670141","Memorial Sloan KetteringFALSE"
0.16,"3bbab138-165f-4a3c-9a59-b1a74266218f","UNC","Upper lobe, lung","SARC","Illumina","Memorial Sloan Kettering",FALSE,"b2392f30-ec88-49cf-a84f-6da646b1210d","Memorial Sloan KetteringFALSE"
0.17,"e4d691a8-fa50-483a-9acc-8cf0009992e3","UNC","Upper lobe, lung","SARC","Illumina","Vanderbilt",FALSE,"ea40ebd9-0842-4c2d-b736-47d5739c347a","VanderbiltFALSE"
0.18,"08be6378-0c9c-4992-83d3-d412e87bf5f2","UNC","Lower lobe, lung","SARC","Illumina","Cleveland Clinic Foundation",FALSE,"154e3835-cd67-47c7-9611-083d4933163d","Cleveland Clinic FoundationFALSE"
0.18,"ea763380-7a24-49e9-8323-e8a6e7d3f363","UNC","Lower lobe, lung","SARC","Illumina","Moffitt Cancer Center",FALSE,"5a65dfb0-dfe8-409a-9f69-6422be7fbbe4","Moffitt Cancer CenterFALSE"
0.15,"47a190f5-1d4d-46f1-9619-90c621a8b453","UNC","Upper lobe, lung","SARC","Illumina","Roswell Park",FALSE,"5dcc9c6e-c8f8-4299-a26a-4f1bb1897408","Roswell ParkFALSE"
0.18,"41030a9d-1e52-4aff-8d82-469d1ff39d15","UNC","Upper lobe, lung","SARC","Illumina","University of Iowa",FALSE,"987f05b8-0eef-4a6a-bb96-b618267be72c","University of IowaFALSE"
0.17,"336ffda7-d631-45d1-8c36-8bb6d85c6d78","UNC","Upper lobe, lung","SARC","Illumina","Memorial Sloan Kettering",FALSE,"d19ee7be-9410-4b78-b95d-9fe6c9c80530","Memorial Sloan KetteringFALSE"
0.16,"21e03636-0aa8-41b5-9a8b-f41cfd3475d8","UNC","Upper lobe, lung","SARC","Illumina","Memorial Sloan Kettering",FALSE,"1e45da1f-20d6-455c-b493-162cc91d2f19","Memorial Sloan KetteringFALSE"
0.18,"9fc6cdd4-0ea9-4386-822a-386d9b7c24c7","UNC","Lung, NOS","SARC","Illumina","University of New Mexico",FALSE,"1db8f6c5-ef8b-43b3-ad5c-c09e185d4e12","University of New MexicoFALSE"
0.17,"3096c986-cb8d-4dba-b094-8503d2bebb9c","UNC","Upper lobe, lung","SARC","Illumina","Memorial Sloan Kettering",FALSE,"95ff6b36-5ce2-4910-867d-5b9b81df32a1","Memorial Sloan KetteringFALSE"
0.15,"5734664a-66c4-4173-a3f4-c5fcdf4aec30","UNC","Ascending colon","COAD","Illumina","Greater Poland Cancer Center",FALSE,"cd9b6f87-2f77-4f73-99b1-ada61cb59585","Greater Poland Cancer CenterFALSE"
0.15,"2b8b1600-6771-4e81-8219-abc463749872","UNC","Cecum","COAD","Illumina","Indivumed",FALSE,"3f37f1a3-4ac8-42ba-935f-f197018a3cd9","IndivumedFALSE"
0.15,"d44f3d93-1025-437d-a667-7653efa8d60a","UNC","Colon, NOS","COAD","Illumina","Greater Poland Cancer Center",FALSE,"9bd8ef61-5074-440a-87a4-09400e291366","Greater Poland Cancer CenterFALSE"
0.15,"aa7b9bae-b793-4302-8a32-c23b9b5e01e7","UNC","Sigmoid colon","COAD","Illumina","Greater Poland Cancer Center",FALSE,"47aceec1-a01d-419f-9689-c46284c79bcb","Greater Poland Cancer CenterFALSE"
0.15,"0c02bf18-3f95-468a-bdb8-408ad4e77e6a","UNC","Rectum, NOS","COAD","Illumina","Christiana Healthcare",FALSE,"d5be795d-beb6-4def-bda8-f485ee45bfc1","Christiana HealthcareFALSE"
0.15,"b12289f8-8259-428c-ae3e-39190e67a8d1","UNC","Colon, NOS","COAD","Illumina","University of Pittsburgh",FALSE,"a36c6ec3-91b6-460a-af6e-8d53118da2ab","University of PittsburghFALSE"
0.14,"0913819d-0743-4cba-9c30-25338bc9e080","UNC","Colon, NOS","COAD","Illumina","International Genomics Consortium",FALSE,"baae0297-217b-4c2b-bde5-39a5f855b74e","International Genomics ConsortiumFALSE"
0.13,"46c7b417-abea-4dae-9202-e1edbea58666","UNC","Sigmoid colon","COAD","Illumina","Greater Poland Cancer Center",FALSE,"e3598d14-292c-41cc-9b59-4497fa078272","Greater Poland Cancer CenterFALSE"
0.15,"1697ca59-34c6-4550-b738-df21930f2b58","UNC","Ascending colon","COAD","Illumina","Indivumed",FALSE,"f59d6590-69fb-4dd5-807b-3f3982401a93","IndivumedFALSE"
0.15,"b32e5b65-53ce-43c4-a19f-0b9aa30c6a09","UNC","Retroperitoneum","COAD","Illumina","Indivumed",FALSE,"5546ed13-9ea1-4b22-9234-9f76267dcdd4","IndivumedFALSE"
0.17,"82e45dec-8993-4006-9c36-1d4ff3e37c5a","UNC","Ascending colon","COAD","Illumina","Indivumed",FALSE,"fb9f28ce-39c4-40a7-a8c9-a23e4e6f226f","IndivumedFALSE"
0.15,"01c5c0c0-bfd3-43aa-8f36-0de84e21138f","UNC","Sigmoid colon","COAD","Illumina","ILSBio",FALSE,"8736ed27-2141-48d9-b677-b1a0e14d4b50","ILSBioFALSE"
0.15,"ad1cc824-7bbc-4883-96da-55e51d1b6f0d","UNC","Connective, subcutaneous and other soft tissues of lower limb and hip","COAD","Illumina","Christiana Healthcare",FALSE,"a74bbce0-7f3d-434e-b294-7fa45e5b3a60","Christiana HealthcareFALSE"
0.15,"51879acc-569c-4838-be5a-1740d46e011d","UNC","Sigmoid colon","COAD","Illumina","Indivumed",FALSE,"c6aa7d9a-c608-4d62-998d-843cfc61a732","IndivumedFALSE"
0.14,"8ff632af-e89d-4f9a-a3fa-9db3b5df6a05","UNC","Colon, NOS","COAD","Illumina","Indivumed",FALSE,"a5eff904-c877-4b5a-b275-a8b260b8f4d8","IndivumedFALSE"
0.17,"0e4db20e-e3d3-4570-bfe4-d4b0a153e231","UNC","Retroperitoneum","COAD","Illumina","University Of Michigan",FALSE,"a1c06274-4392-4362-9adf-7040b8e434a0","University Of MichiganFALSE"
0.15,"5199cdf1-1f3c-4599-b249-74f1ee999489","UNC","Rectosigmoid junction","COAD","Illumina","Greater Poland Cancer Center",FALSE,"2b333777-3829-4c40-a8dd-5cc61e3d53a2","Greater Poland Cancer CenterFALSE"
0.17,"b8fe116f-0482-4f17-bfae-cd383fe2c0e3","UNC","Transverse colon","COAD","Illumina","Candler",FALSE,"a36e65e6-1b16-4c0a-bf40-4eea98e7604f","CandlerFALSE"
0.16,"e297ef94-184c-407c-a91d-e038234174c4","UNC","Sigmoid colon","COAD","Illumina","University Of Michigan",FALSE,"d6b31bc2-6410-4b01-8856-972473a3db8c","University Of MichiganFALSE"
0.15,"6f35b897-af4a-4970-9865-bb55b51cfaac","UNC","Colon, NOS","COAD","Illumina","Greater Poland Cancer Center",FALSE,"1c79c6da-4e25-4eed-9f54-64ff7492cf19","Greater Poland Cancer CenterFALSE"
0.15,"9689b56e-3b60-4c81-89d0-3b99ae5cacd8","UNC","Retroperitoneum","COAD","Illumina","MSKCC",FALSE,"f9fda40d-67e4-4cb9-859c-ddc2ea84b7e4","MSKCCFALSE"
0.18,"0445b57c-2057-4fd8-aaf6-263793c960c5","UNC","Cecum","COAD","Illumina","University Of Michigan",FALSE,"9df77d76-ce4c-452d-9ce3-c0e1dc2360b8","University Of MichiganFALSE"
0.16,"d0bc5e29-2b9e-4778-b501-b1b35ebc0571","UNC","Rectosigmoid junction","COAD","Illumina","Indivumed",FALSE,"b2fcc836-4e32-43d2-a6be-70c6cf635953","IndivumedFALSE"
0.16,"3a5f8663-1dd4-41f5-8aed-0c6f301adecf","UNC","Rectum, NOS","COAD","Illumina","Indivumed",FALSE,"ad71220b-8916-444a-96df-47602fed31f9","IndivumedFALSE"
0.15,"d6cd2e4b-02a2-46d8-aead-2d2330f3d9b7","UNC","Uterus, NOS","COAD","Illumina","MSKCC",FALSE,"e61d5c3d-4cfe-441f-be92-8b293bcbae9e","MSKCCFALSE"
0.14,"5043ce43-ed05-4ec8-9264-3d819eecf0b4","UNC","Rectosigmoid junction","COAD","Illumina","MSKCC",FALSE,"842cc11b-8a0d-4107-8744-d2ad6391b10a","MSKCCFALSE"
0.15,"670e9a3d-5a6e-4ddb-a1bf-6e48e3786fb1","UNC","Colon, NOS","COAD","Illumina","Christiana Healthcare",FALSE,"1fc4eec2-cad1-4d52-b395-7b44c9e258e3","Christiana HealthcareFALSE"
0.16,"374d20f1-4934-4bc2-93bf-0c9bb3d4ed0f","UNC","Cecum","COAD","Illumina","Christiana Healthcare",FALSE,"095182ee-10fd-4f46-9820-c81c718306ff","Christiana HealthcareFALSE"
0.14,"33b941a9-a916-410d-9507-51f4599decab","UNC","Ascending colon","COAD","Illumina","International Genomics Consortium",FALSE,"18e91f19-e7d3-4252-92e8-a18798ae1304","International Genomics ConsortiumFALSE"
0.13,"21f963c0-098a-4086-a67d-5eb2ac203dde","UNC","Sigmoid colon","COAD","Illumina","Indivumed",FALSE,"45dc023f-b5c7-4ac4-9f26-f4f6dd0b536f","IndivumedFALSE"
0.15,"e7db975a-8f64-49fd-a68c-5f6ab3690b1a","UNC","Retroperitoneum","COAD","Illumina","Cureline",FALSE,"27dd2138-aae6-471f-8861-b1a30ca28d4f","CurelineFALSE"
0.13,"538f05ee-2fa6-477d-a4dc-8668ad6f0c87","UNC","Ascending colon","COAD","Illumina","MSKCC",FALSE,"84fded51-e693-4d06-b502-0903ed1a7eb3","MSKCCFALSE"
0.13,"fcd30e89-8cc6-4f73-bdfa-82ee29acfaaf","UNC","Connective, subcutaneous and other soft tissues of thorax","COAD","Illumina","Indivumed",FALSE,"a39fbe01-c76e-4c3e-81c1-92f9bbb1b263","IndivumedFALSE"
0.17,"4b2fc72d-87f6-43ec-87b2-64c2a028f26b","UNC","Cecum","COAD","Illumina","Indivumed",FALSE,"154e4b37-413a-43bd-952a-1dc2d5434231","IndivumedFALSE"
0.15,"ed77b3cf-a543-439f-8e11-7c1fb9efb157","UNC","Sigmoid colon","COAD","Illumina","Christiana Healthcare",FALSE,"23b8f651-9b0f-4877-a2e3-6aa38361d1c4","Christiana HealthcareFALSE"
0.14,"c5849645-9fb4-472f-b5d0-98dfbe740b9c","UNC","Colon, NOS","COAD","Illumina","Asterand",FALSE,"5dcfcd50-6c7b-416d-ad35-12652a931f33","AsterandFALSE"
0.15,"cfc92f92-a090-4b6e-a290-df5c2e67adaf","UNC","Colon, NOS","COAD","Illumina","Greater Poland Cancer Center",FALSE,"3f02526b-980d-44ff-ae98-403a28d5e54c","Greater Poland Cancer CenterFALSE"
0.14,"79e4c306-e3fb-468b-a218-f74f967ad09e","UNC","Colon, NOS","COAD","Illumina","Indivumed",FALSE,"9ab306f2-1399-4923-b77a-51bdfd0223f9","IndivumedFALSE"
0.14,"f815284b-74a2-4ad8-9f1b-aa1ec54fe579","UNC","Descending colon","COAD","Illumina","Asterand",FALSE,"2c3fd34c-70d1-4331-9628-260b77329b53","AsterandFALSE"
0.14,"3554e5ef-2546-405f-b206-4506044d9e34","UNC","Sigmoid colon","COAD","Illumina","Roswell Park",FALSE,"12f16b07-6a48-46d0-a4d1-4d01283f9a00","Roswell ParkFALSE"
0.15,"cb21f8e0-9231-4fa5-95cb-90d44a2fc994","UNC","Cecum","COAD","Illumina","Indivumed",FALSE,"ff016e44-7a4d-4423-822e-aa6aa6df0ef2","IndivumedFALSE"
0.14,"5ac8fcfb-439f-4fe8-9365-cab7a65d1ffb","UNC","Cecum","COAD","Illumina","ILSBio",FALSE,"96aa0f50-f0b1-4c8d-9daa-6f0cf3d22f14","ILSBioFALSE"
0.15,"25b69024-8496-4ec2-b780-fe52fdbd6bc4","UNC","Sigmoid colon","COAD","Illumina","Indivumed",FALSE,"bb8d2da1-d91d-4412-87df-c65aa63c486c","IndivumedFALSE"
0.15,"4b2bacde-02fa-4edf-bbff-a1fc8b864bac","UNC","Colon, NOS","COAD","Illumina","Indivumed",FALSE,"f046a8f4-f2f8-431d-b584-47335b20d728","IndivumedFALSE"
0.17,"504fe859-218b-4468-abbb-698fea838d81","UNC","Cecum","COAD","Illumina","Indivumed",FALSE,"1d9e0941-8080-4118-8be1-522c3534b214","IndivumedFALSE"
0.15,"34d812f9-20d4-4abe-96d7-9890e7777246","UNC","Connective, subcutaneous and other soft tissues of pelvis","COAD","Illumina","Christiana Healthcare",FALSE,"0e2577d4-6338-48a7-8410-685bbb1299d8","Christiana HealthcareFALSE"
0.14,"ef7c0e3b-66ac-43c8-a220-abdffbdd2f24","UNC","Ascending colon","COAD","Illumina","Indivumed",FALSE,"01f5a228-a2cf-444f-8102-a9d4a2d9a27d","IndivumedFALSE"
0.15,"65e7d9df-c3b1-448e-82c9-338f30965c14","UNC","Ascending colon","COAD","Illumina","Indivumed",FALSE,"f192cc7f-ee26-4b4c-b358-2c35cb3caa35","IndivumedFALSE"
0.15,"2844f55e-41d5-4588-8b09-52d497c597bb","UNC","Colon, NOS","COAD","Illumina","Indivumed",FALSE,"c6d64a71-7f2e-4634-962a-eb58eb5fc65c","IndivumedFALSE"
0.18,"fd9ac46f-2517-446c-9325-06f8db2ab89c","UNC","Sigmoid colon","COAD","Illumina","Mary Bird Perkins Cancer Center - Our Lady of the Lake",FALSE,"3a95de81-f37b-44f9-a728-f36693a42d2d","Mary Bird Perkins Cancer Center - Our Lady of the LakeFALSE"
0.15,"ecc26a6d-e617-48ec-bb78-04da3ce51325","UNC","Sigmoid colon","COAD","Illumina","MSKCC",FALSE,"04ee1d38-c95b-4c29-9a9c-979a5de72629","MSKCCFALSE"
0.17,"7042182c-2001-45bf-baf1-5d3e6827c47d","UNC","Sigmoid colon","COAD","Illumina","Indivumed",FALSE,"3bd81e69-15ba-4904-a43c-88616e1c6db5","IndivumedFALSE"
0.15,"d4e4ecc5-821c-4523-ac4d-7f7f66c44822","UNC","Cecum","COAD","Illumina","Harvard",FALSE,"b8d61e2a-3d9a-4057-a202-4f96c4b1ee4a","HarvardFALSE"
0.15,"f4d688e5-b7b8-494a-9115-5c3522ae8e45","UNC","Colon, NOS","COAD","Illumina","MSKCC",FALSE,"8d915c7d-0df7-4242-80c4-b40cad9b09d4","MSKCCFALSE"
0.15,"55471c14-4151-4c73-b8c6-6b928cbce34a","UNC","Colon, NOS","COAD","Illumina","Indivumed",FALSE,"4168a720-521e-47ff-afb5-4abe3e815490","IndivumedFALSE"
0.14,"fe0ce41e-3f45-47e1-bd31-56fde0668b0e","UNC","Connective, subcutaneous and other soft tissues of lower limb and hip","COAD","Illumina","Asterand",FALSE,"346434e2-4ad3-45d6-8406-cf62981bda0f","AsterandFALSE"
0.15,"c7ac45b4-b821-404f-92b2-2361e66289e4","UNC","Transverse colon","COAD","Illumina","Indivumed",FALSE,"dc4bba2d-8d49-4dcc-aa3c-17688fe73479","IndivumedFALSE"
0.16,"6fbeb1e7-a565-4898-a440-5e39173af186","UNC","Colon, NOS","COAD","Illumina","Indivumed",FALSE,"a2f42251-8f5b-434d-8b13-dc2499cc62ef","IndivumedFALSE"
0.15,"6b6f1710-30a2-4b2f-bc4b-5087b04b8d50","UNC","Retroperitoneum","COAD","Illumina","Indivumed",FALSE,"a071fc45-61ea-4815-93bf-be34980e59ee","IndivumedFALSE"
0.16,"d7f7a9b5-bb8a-47a7-8b30-66042e448446","UNC","Rectosigmoid junction","COAD","Illumina","Indivumed",FALSE,"edc64703-0633-46e6-8c60-80130fca3770","IndivumedFALSE"
0.16,"f9745437-1d51-43f3-940d-0086a1912aec","UNC","Rectosigmoid junction","COAD","Illumina","Christiana Healthcare",TRUE,"49e29c69-d9d7-4496-9f24-26f42c8b6d8e","Christiana HealthcareTRUE"
0.15,"c43c8100-92b1-4ad1-8f64-465299c53113","UNC","Retroperitoneum","COAD","Illumina","Indivumed",FALSE,"c875f7e1-0f29-4e50-9b67-3765c7b1f035","IndivumedFALSE"
0.15,"2fb18d77-8b41-4c3a-9359-d1894466351a","UNC","Ascending colon","COAD","Illumina","MSKCC",FALSE,"63f52b0b-e117-4da6-831b-1d7b1c62453a","MSKCCFALSE"
0.15,"1b42179f-9465-49b6-910d-24801896e9a3","UNC","Uterus, NOS","COAD","Illumina","UNC",FALSE,"a6a52e01-e316-4a38-b54c-e505130e14ea","UNCFALSE"
0.15,"9a08a37e-4b2a-47c7-b472-c6e7d01455e0","UNC","Rectum, NOS","COAD","Illumina","Indivumed",FALSE,"e96db13d-73b8-4335-9280-78898271f139","IndivumedFALSE"
0.17,"a1da668f-e62b-4b39-b1de-be6df71496ad","UNC","Retroperitoneum","COAD","Illumina","Christiana Healthcare",TRUE,"aa7f9fef-0d17-4cc9-bff4-1a580fbbe944","Christiana HealthcareTRUE"
0.15,"2e2cf870-a954-4e62-973a-875b7da7b226","UNC","Ascending colon","COAD","Illumina","Indivumed",FALSE,"79ba5640-8f51-4a13-89cc-955fa9f21ef1","IndivumedFALSE"
0.15,"580673b2-53c8-45d3-bc11-aad2e8d20da8","UNC","Rectum, NOS","COAD","Illumina","Indivumed",FALSE,"f715a15d-a11c-4ac7-8919-ab2468139ced","IndivumedFALSE"
0.17,"f7aa5718-ff14-4043-adc9-cf5639b1ffc5","UNC","Rectosigmoid junction","COAD","Illumina","Indivumed",FALSE,"87c522d2-986f-44d3-9af2-2cec01c5d9e0","IndivumedFALSE"
0.14,"fed30722-ba86-409a-9728-43ab77ebffa7","UNC","Cecum","COAD","Illumina","Greater Poland Cancer Center",FALSE,"7438c684-496c-47a1-823a-548ad8024739","Greater Poland Cancer CenterFALSE"
0.15,"2341bc87-50c7-4fcf-a721-abc8744aaf1b","UNC","Ascending colon","COAD","Illumina","Indivumed",FALSE,"990030de-447d-4124-a537-663b67cfe58f","IndivumedFALSE"
0.17,"e295108a-71d8-400e-9f31-e6a3efafc790","UNC","Ascending colon","COAD","Illumina","Indivumed",FALSE,"4d879665-2b20-4f1f-bfce-55ae2032862c","IndivumedFALSE"
