"Taxa","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","TaxLev","mouse.line"
"f__Fimbriimonadaceae",13.0098655922598,7.69024253807358,3.43779631539046,2.23696863704391,0.0252883899305347,0.328520830862479,"family","Nude"
"f__Iflaviridae",12.1120347641497,7.59093100588604,3.43804944562897,2.20791792728197,0.0272499949043408,0.328520830862479,"family","Nude"
"f__Maricaulaceae",13.4660713766697,-7.37451893857121,3.3333445083911,-2.21234826463547,0.0269426106260657,0.328520830862479,"family","Nude"
"f__Nocardioidaceae",638.175445206939,-3.09790272580223,1.38547509342443,-2.23598586542993,0.0253526970480985,0.328520830862479,"family","Nude"
"g__Bifidobacterium",631.06632476736,-4.1518812537873,1.905801663982,-2.17854844617583,0.0293652295522954,0.328520830862479,"genus","Nude"
"g__Chondromyces",10.3872983319032,7.21739714836533,3.30277699487938,2.1852511264173,0.0288704387212523,0.328520830862479,"genus","Nude"
"g__Faecalibacterium",88.0703653638528,-3.81462902487834,1.69994023595633,-2.2439783141743,0.0248337966637384,0.328520830862479,"genus","Nude"
"g__Flaviflexus",10.3872983319032,7.21739714836533,3.30277699487938,2.1852511264173,0.0288704387212523,0.328520830862479,"genus","Nude"
"g__Flexistipes",8.0773958737421,6.85399657714388,3.05178107586636,2.24590047803417,0.0247103832676365,0.328520830862479,"genus","Nude"
"g__Jonquetella",8.2592204348766,-6.70861504934987,3.03634664451536,-2.20943648231596,0.0271442958391706,0.328520830862479,"genus","Nude"
"s__Acinetobacter wuhouensis",8.77036643768263,6.89685182375672,3.1680854091947,2.17697786926453,0.0294822186954257,0.328520830862479,"species","Nude"
"s__Burkholderia ubonensis",9.00476397809886,-6.83963256863149,3.11266620662721,-2.19735497306751,0.027995104384469,0.328520830862479,"species","Nude"
"s__Candidatus Saccharimonas aalborgensis",9.29084586343484,-6.88124284963402,3.15818999545642,-2.17885651576816,0.0293423289750275,0.328520830862479,"species","Nude"
"s__Dietzia timorensis",9.05727695821356,-6.84832177289812,3.12669494296377,-2.19027500214225,0.0285042986428609,0.328520830862479,"species","Nude"
"s__Heyndrickxia sporothermodurans",9.29084586343484,-6.88124284963402,3.15818999545642,-2.17885651576816,0.0293423289750275,0.328520830862479,"species","Nude"
"s__Lactobacillus amylovorus",9.09383662906666,6.95250040427254,3.15467512754592,2.20387207023787,0.0275333422729272,0.328520830862479,"species","Nude"
"s__Leuconostoc carnosum",8.93310721178277,-6.82742602480725,3.12796208779716,-2.1827074092242,0.0290573639507452,0.328520830862479,"species","Nude"
"s__Luteimonas sp. MC1750",9.36250262975094,-6.8929558529375,3.13457035453965,-2.19901137103359,0.0278771137703144,0.328520830862479,"species","Nude"
"s__Microbacterium sp. 1.5R",10.0210181519594,7.08613759903768,3.15985340777997,2.24255263917962,0.0249256772400691,0.328520830862479,"species","Nude"
"s__Morganella morganii",9.29084586343484,-6.88124284963402,3.15818999545642,-2.17885651576816,0.0293423289750275,0.328520830862479,"species","Nude"
"s__Mycobacteroides abscessus",14.0679617186062,7.57705281604892,3.43741870405901,2.20428567724429,0.0275042595845169,0.328520830862479,"species","Nude"
"s__Ovine enzootic nasal tumor virus",8.77036643768263,6.89685182375672,3.1680854091947,2.17697786926453,0.0294822186954257,0.328520830862479,"species","Nude"
"s__Paucibacter sp. KCTC 42545",9.29084586343484,-6.88124284963402,3.15818999545642,-2.17885651576816,0.0293423289750275,0.328520830862479,"species","Nude"
"s__Propionibacterium acidifaciens",9.22298954366611,6.97125672658596,3.15098477337381,2.21240571693456,0.0269386442307723,0.328520830862479,"species","Nude"
"s__Pseudomonas psychrophila",9.57596216469178,7.02446680760366,3.14846421882296,2.23107722349461,0.0256760141763136,0.328520830862479,"species","Nude"
"s__Pseudomonas sp. URMO17WK12:I11",8.98562019189746,-6.83623052890566,3.11267418156303,-2.19625637961017,0.0280735979940917,0.328520830862479,"species","Nude"
"s__Rhodospirillum rubrum",9.29084586343484,-6.88124284963402,3.15818999545642,-2.17885651576816,0.0293423289750275,0.328520830862479,"species","Nude"
"s__Streptomyces sp. M2",8.59271446659459,6.86895344687682,3.15736994153654,2.17553013237784,0.0295904126058323,0.328520830862479,"species","Nude"
"o__Cytophagales",125.090176805776,-1.66037941468354,0.765736361856395,-2.16834343697384,0.0301325658413266,0.332649907649447,"order","Nude"
"s__Porphyromonas cangingivalis",320.810817784756,-6.43156200638387,2.97111437384246,-2.16469687703947,0.0304109064060826,0.333836579311716,"species","Nude"
"o__Fimbriimonadales",12.8697910277706,7.39725232954381,3.43762772024594,2.15184799854202,0.031409328037208,0.333959486260752,"order","Nude"
"o__Propionibacteriales",305525.960308957,-1.16041842338102,0.539108750306626,-2.15247558627275,0.031359916102526,0.333959486260752,"order","Nude"
"g__Aliarcobacter",7.02116865194645,6.65212976434735,3.10383308761748,2.14319828952322,0.032097179584041,0.333959486260752,"genus","Nude"
"g__Kurthia",9.86577426875005,7.13928863320108,3.31869797753632,2.15123180281112,0.0314579080113209,0.333959486260752,"genus","Nude"
"s__Fimbriimonas ginsengisoli",12.6445545316026,7.42144720398245,3.43778032299513,2.15879041320377,0.0308664305809551,0.333959486260752,"species","Nude"
"s__Flexistipes sinusarabici",8.26998703019706,6.8117559597967,3.16168815690591,2.15446799992534,0.0312034888689503,0.333959486260752,"species","Nude"
"s__Lelliottia amnigena",12.4459395766167,7.39792902625064,3.43783844421369,2.15191293782356,0.0314042120694761,0.333959486260752,"species","Nude"
"s__Microbacterium paraoxydans",12.2064398174562,7.37597383111723,3.43789356287547,2.14549220219253,0.0319135142256532,0.333959486260752,"species","Nude"
"s__Mycoplasma dispar",8.17615701315037,6.79522483806751,3.16304342022026,2.14831854492668,0.0316884586573556,0.333959486260752,"species","Nude"
"s__Rathayibacter festucae",12.1401188524423,7.36668120599196,3.43791714539673,2.14277450399168,0.0321312095276465,0.333959486260752,"species","Nude"
"s__Leuconostoc mesenteroides",62.8807842068408,-5.6767698277863,2.65403578776671,-2.13891984951836,0.0324421601720154,0.335407306751948,"species","Nude"
"f__unclassified-g__Candidatus",11.2369677817512,-7.11306507087272,3.33366887769993,-2.13370473548063,0.0328669581945546,0.338010717432419,"family","Nude"
"s__Proteus vulgaris",11.7832251213208,7.32198587893832,3.43803271403106,2.12970221285456,0.0331962061925335,0.339609355498484,"species","Nude"
"o__Pseudomonadales",26822.044118375,-0.90845549933784,0.427019156403219,-2.12743500078488,0.0333839565959128,0.339751308272988,"order","Nude"
"p__Firmicutes",7184445.95537425,1.48906200309585,0.701230329920943,2.12349914080831,0.0337120474177111,0.340988420464967,"phylum","Nude"
"s__Heliconius erato iflavirus",11.5524656238915,7.29496998058448,3.43810432137803,2.12180006732913,0.0338545309980571,0.340988420464967,"species","Nude"
"s__Mycobacterium florentinum",11.4815216485418,7.28579348192156,3.43812895031145,2.11911582934129,0.0340806792813602,0.341505883670655,"species","Nude"
"s__Pseudomonas oryzihabitans",33.5775172395546,-8.01860113458481,3.05224047670395,-2.62711971608604,0.00861110326060348,0.341778788938714,"species","Balbc"
"p__Armatimonadetes",15.1114015410616,7.80285561116703,2.98067729673967,2.61781294462905,0.0088495301117193,0.342782310387286,"phylum","Balbc"
"c__Coriobacteriia",112.242000185546,-3.45003821303322,1.32716259734297,-2.599559556561,0.00933434795993994,0.342782310387286,"class","Balbc"
"g__Lactococcus",4178.92225705658,-4.07496144902775,1.57030847733248,-2.59500697337506,0.00945889998669174,0.342782310387286,"genus","Balbc"
"s__Burkholderia cenocepacia",32.1860338690736,-7.95463564424055,3.05574686029557,-2.6031723201938,0.00923655156461613,0.342782310387286,"species","Balbc"
"k__unclassified-p__Armatimonadetes",12.6307367249199,7.25678674678917,3.43769199354611,2.11094733338909,0.0347768389797374,0.34604633639487,"kingdom","Nude"
"c__Fimbriimonadia",12.6200384706898,7.25216410633177,3.43760487068795,2.10965610625296,0.0348879878555729,0.34604633639487,"class","Nude"
"p__Armatimonadetes",12.7314591729224,7.22154636650058,3.43766572061093,2.10071221387319,0.0356662365053709,0.350285011457625,"phylum","Nude"
"o__Picornavirales",11.3361193521948,7.21840710053145,3.43807428662846,2.09954948577047,0.0357684903487115,0.350285011457625,"order","Nude"
"f__Erysipelotrichaceae",10.3486278348425,-6.99634770000798,3.33383373171218,-2.0985892708017,0.0358531229741684,0.350285011457625,"family","Nude"
"o__Coriobacteriales",108.806500050879,-3.28774715326766,1.27547408600635,-2.57766675884568,0.00994698731974187,0.352800592808717,"order","Balbc"
"c__Betaproteobacteria",14110.7981862511,-0.855548755828911,0.419123588237988,-2.04128037609544,0.0412229664846856,0.353288054873139,"class","Nude"
"c__Cytophagia",129.037659809379,-1.72645501641714,0.835417416359044,-2.06657771625286,0.0387739623618439,0.353288054873139,"class","Nude"
"c__unclassified-g__Candidatus",8.55969485732268,-6.82688919884983,3.33469848298894,-2.04722832774098,0.0406356712880453,0.353288054873139,"class","Nude"
"o__Bacteroidales",1563.64403746501,-1.07994271938664,0.529049351855363,-2.04128918332347,0.0412220915800423,0.353288054873139,"order","Nude"
"f__Candidatus",8.39039200860032,7.06155375737982,3.43973541570811,2.05293515458546,0.0400788669778371,0.353288054873139,"family","Nude"
"f__Deferribacteraceae",8.17128417998521,7.02308592948487,3.43925367514106,2.04203777704673,0.0411477842018896,0.353288054873139,"family","Nude"
"g__Cytobacillus",6.81461317041365,-6.43764444142257,3.10441068796644,-2.07370901871221,0.0381063431304768,0.353288054873139,"genus","Nude"
"g__Leuconostoc",229.969625088794,-3.28424618628021,1.58786808632073,-2.06833691952975,0.0386083523843194,0.353288054873139,"genus","Nude"
"s__Actinomyces faecalis",7.20282750678119,-6.51771050536479,3.15090689223945,-2.06851891479803,0.0385912538573796,0.353288054873139,"species","Nude"
"s__Aliarcobacter butzleri",7.09907929800648,6.59207309466216,3.17139096711808,2.07860625290629,0.037653555791169,0.353288054873139,"species","Nude"
"s__Brachybacterium ginsengisoli",7.50805317831857,-6.57284585982155,3.203515460244,-2.05176030563652,0.0401929627375945,0.353288054873139,"species","Nude"
"s__Chondromyces crocatus",10.4044439333979,7.14408521030646,3.43852981465382,2.07765690437257,0.0377409710049544,0.353288054873139,"species","Nude"
"s__Corynebacterium liangguodongii",7.22197129298259,-6.52202182218307,3.1610875564401,-2.06322087121431,0.0390916480425006,0.353288054873139,"species","Nude"
"s__Cytobacillus oceanisediminis",7.22197129298259,-6.52202182218307,3.1610875564401,-2.06322087121431,0.0390916480425006,0.353288054873139,"species","Nude"
"s__Elizabethkingia bruuniana",10.4044439333979,7.14408521030646,3.43852981465382,2.07765690437257,0.0377409710049544,0.353288054873139,"species","Nude"
"s__Flaviflexus salsibiostraticola",10.4044439333979,7.14408521030646,3.43852981465382,2.07765690437257,0.0377409710049544,0.353288054873139,"species","Nude"
"s__Gardnerella leopoldii",10.4044439333979,7.14408521030646,3.43852981465382,2.07765690437257,0.0377409710049544,0.353288054873139,"species","Nude"
"s__Halomonas beimenensis",7.09907929800648,6.59207309466216,3.17139096711808,2.07860625290629,0.037653555791169,0.353288054873139,"species","Nude"
"s__Jonquetella anthropi",7.52719696451997,-6.5769594741818,3.1807079721562,-2.06776589732734,0.0386620419390033,0.353288054873139,"species","Nude"
"s__Kurthia sp. 11kri321",9.64475122588544,7.03129350883973,3.43887817791464,2.04464745334583,0.0408896275712699,0.353288054873139,"species","Nude"
"s__Macrococcus caseolyticus",7.50805317831857,-6.57284585982155,3.203515460244,-2.05176030563652,0.0401929627375945,0.353288054873139,"species","Nude"
"s__Microbacterium sp. BH-3-3-3",7.15031452666649,-6.5066343392949,3.16237908624617,-2.05751244928022,0.0396369586540244,0.353288054873139,"species","Nude"
"s__Mixta calida",32.4465030420429,-5.34047873784901,2.61305789722693,-2.04376594315668,0.0409766751454051,0.353288054873139,"species","Nude"
"s__Phreatobacter stygius",7.15031452666649,-6.5066343392949,3.16237908624617,-2.05751244928022,0.0396369586540244,0.353288054873139,"species","Nude"
"s__Prevotella sp. Rep29",7.50805317831857,-6.57284585982155,3.203515460244,-2.05176030563652,0.0401929627375945,0.353288054873139,"species","Nude"
"s__Pseudomonas balearica",7.52719696451997,-6.5769594741818,3.1807079721562,-2.06776589732734,0.0386620419390033,0.353288054873139,"species","Nude"
"s__Qipengyuania sediminis",7.50805317831857,-6.57284585982155,3.203515460244,-2.05176030563652,0.0401929627375945,0.353288054873139,"species","Nude"
"s__Rubrobacter indicoceani",7.50805317831857,-6.57284585982155,3.203515460244,-2.05176030563652,0.0401929627375945,0.353288054873139,"species","Nude"
"k__unclassified-p__Armatimonadetes",15.0020390790517,7.7696424445845,3.05762104638037,2.54107436033719,0.0110512412916364,0.354277292945343,"kingdom","Balbc"
"g__Drechmeria",8.98195617380807,7.15553852236728,2.80568700577315,2.55036948442347,0.0107608806987362,0.354277292945343,"genus","Balbc"
"g__Tsukamurella",19.0133439416549,-7.16758109773563,2.81618897550729,-2.54513498919032,0.0109235500927112,0.354277292945343,"genus","Balbc"
"g__Zunongwangia",20.1391968572674,-7.24937084605034,2.8231593049656,-2.56782209679049,0.0102339663237954,0.354277292945343,"genus","Balbc"
"s__Pseudomonas psychrotolerans",28.7379887827091,-7.79200791621876,3.05426229804875,-2.55119146813186,0.0107355329768728,0.354277292945343,"species","Balbc"
"s__Leifsonia xyli",6.62898235488584,6.49341418384877,3.18715233523976,2.03737176665586,0.041612800946878,0.355071672708296,"species","Nude"
"s__Rhodoferax sp. AJA081-3",9.43336492340855,6.99876010859713,3.43898381171294,2.03512447042055,0.0418383503480144,0.355444072087044,"species","Nude"
"f__Hydrogenophilaceae",845.359042338885,2.21552886304214,0.879505238875143,2.51906272426043,0.0117667693213426,0.360502678947128,"family","Balbc"
"g__Leuconostoc",285.433616194046,-6.1644029455941,2.45079416727483,-2.51526751120378,0.0118942095633426,0.360502678947128,"genus","Balbc"
"s__Drechmeria coniospora",8.75197731371584,7.13139674406671,2.82917680627268,2.5206613910645,0.0117134508867769,0.360502678947128,"species","Balbc"
"s__Ligilactobacillus salivarius",14.1255254806571,7.82195309669806,3.1186875957749,2.50809125841748,0.0121385313127908,0.361338066043255,"species","Balbc"
"f__Orthomyxoviridae",7.72238142202041,6.94120764894718,3.44021265971425,2.01766818959492,0.0436258299060458,0.369025418339452,"family","Nude"
"f__Coronaviridae",930.352661539942,-1.65786327048576,0.66564602851391,-2.4906079199286,0.0127524760405777,0.372953992274439,"family","Balbc"
"s__Candidatus Nanosynbacter lyticus",8.74008397331771,6.89145189688157,3.43934956611312,2.00370790011605,0.0451013595158219,0.379862312473776,"species","Nude"
"f__Gordoniaceae",325.646097598097,-1.54613795586393,0.772474000426615,-2.00154044668176,0.0453341795271608,0.380184492687005,"family","Nude"
"s__Burkholderia stabilis",8.62373968594601,6.87564351381706,3.43940577783644,1.9990788984899,0.0455998178750271,0.380777966358133,"species","Nude"
"k__unclassified-p__Deferribacteres",7.67460851616984,6.54200901474047,3.43990186450985,1.90180106073248,0.057197167570882,0.384467933926797,"kingdom","Nude"
"c__Alphaproteobacteria",9140.46219777796,-0.926958648339601,0.475700208077088,-1.94861938801041,0.0513408950272783,0.384467933926797,"class","Nude"
"c__Bacilli",7027542.28518817,1.39091184670817,0.71619816502554,1.94207680867008,0.0521278025715455,0.384467933926797,"class","Nude"
"c__Candidatus",7.9124408543708,6.58307711298675,3.43958744009743,1.91391474344966,0.0556310502414961,0.384467933926797,"class","Nude"
"c__Deferribacteres",7.55442936891855,6.51596127724897,3.43984170728934,1.89426195497341,0.0581902482044604,0.384467933926797,"class","Nude"
"o__Articulavirales",7.03533305661027,6.53022189588386,3.44041371316067,1.89809204367013,0.0576839580829028,0.384467933926797,"order","Nude"
"o__Candidatus",7.69700242519304,6.66099660135183,3.43987958278038,1.93640400515645,0.0528182393381892,0.384467933926797,"order","Nude"
"o__Deferribacterales",7.53856269302651,6.63039518584147,3.44000027987224,1.92744030418734,0.0539247808377821,0.384467933926797,"order","Nude"
"o__Tremellales",99.0296318143938,1.05814506202042,0.543343407322869,1.94747014090785,0.0514783961266524,0.384467933926797,"order","Nude"
"o__Xanthomonadales",1581.94682024363,-0.877675271938602,0.460896494584012,-1.90427847087611,0.0568739265824556,0.384467933926797,"order","Nude"
"f__Bacteriovoracaceae",5.8124080535519,6.5322502125086,3.44216560005698,1.89771526750499,0.0577336002593748,0.384467933926797,"family","Nude"
"f__Halieaceae",7.12055798061667,6.82493135533123,3.4407130265559,1.98358052608731,0.0473026219123565,0.384467933926797,"family","Nude"
